Number of OTUs	Number of Clustered Sequences	Number of Replicates	Total Number of Sequences	Sample Name	Path
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
2	2	1	5	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;T9d;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34;
2	10	13	25	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;
42	178	217	437	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;
2	10	0	12	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;Candidatus Pelagibacter;
12	52	44	108	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 2;
2	1	3	6	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4;
3	5	4	12	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;
3	0	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;uncultured;
8	4	3	15	OSD191_6_14_DRW	Bacteria;Proteobacteria;Alphaproteobacteria;ss1-B-07-44;
3	2	0	5	OSD191_6_14_DRW	Bacteria;Proteobacteria;ARKICE-90;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;
11	19	14	44	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;uncultured;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;
25	39	45	109	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Candidatus Methylopumilus;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus;
15	16	9	40	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;
2	3	3	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;BJGMM-U56;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;
3	0	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Deferrisoma;
4	0	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax;
15	8	9	32	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;
14	11	4	29	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;
7	0	0	7	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;
106	75	78	259	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
98	88	63	249	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;
5	3	0	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
23	23	9	55	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured;
19	19	6	44	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;uncultured;
41	30	43	114	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;H16;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;C8S-102;
3	2	0	5	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;M113;
4	4	0	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;27F-1492R;
8	0	0	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;bacteriap25;
8	3	1	12	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;
11	2	2	15	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;
10	8	6	24	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;
11	1	0	12	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
2	1	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;MidBa8;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;MSB-4B10;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Enhygromyxa;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis;
12	10	11	33	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured;
36	11	14	61	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;PS-B29;
6	3	2	11	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;
12	5	7	24	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;uncultured;
4	0	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;UASB-TL25;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B4-70;
42	7	0	49	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;
4	0	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;
2	1	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;053A03-B-DI-P58;
33	16	7	56	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Pseudobacteriovorax;
90	166	203	459	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
3	0	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;
7	4	5	16	OSD191_6_14_DRW	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured;
3	0	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Elev-16S-509;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;RCP1-48;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;uncultured;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;uncultured;
1	1	1	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;
3	1	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Ferrimonadaceae;Ferrimonas;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
2	1	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Psychrosphaera;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured;
5	3	0	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8 marine group;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;uncultured;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;
1	3	4	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;BD2-7;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Aestuariicella;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Maricurvus;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium;
3	0	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia;
9	3	0	12	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;
7	5	1	13	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea;
4	7	2	13	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;
13	12	12	37	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Luminiphilus;
79	97	91	267	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Parahaliea;
1	3	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea;
2	2	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;
11	4	0	15	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7 clade;
2	1	1	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Dasania;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Litorivivens;
5	0	0	5	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thioalkalispira;
6	10	4	20	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;
50	65	68	183	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;
6	0	0	6	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;EC3;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera;
30	20	117	167	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;
27	75	9	111	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;
6	3	0	9	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
2	2	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rahnella;
7	6	1	14	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;
24	35	41	100	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;
2	2	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sedimenticola;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Thiohalophilus;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Thiolapillus;
68	75	71	214	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;
20	3	0	23	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;HTA4;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;I3A;
26	25	13	64	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
73	39	26	138	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
3	3	0	6	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;
4	2	0	6	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Kangiella;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;CrystalBog021C3;
3	1	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae;Endozoicomonas;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;JL-ETNP-Y6;
5	7	8	20	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Litoribacillus;
9	5	0	14	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Motiliproteus;
11	14	9	34	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillales Incertae Sedis;Gynuella;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;
39	81	87	207	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade;
119	312	383	814	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;
6	0	0	6	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SS1-B-06-26;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter;
7	4	3	14	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;PYR10d3;
41	63	79	183	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;ZD0417 marine group;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;SS1-B-09-64;
6	7	1	14	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Sva0071;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;1G93;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;EV818SWSAP88;
4	0	1	5	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;H2-104-2;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;endosymbionts;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;uncultured;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Methylohalomonas;
6	2	3	11	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
3	0	2	5	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Caedibacter;
4	6	5	15	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis;Candidatus Endoecteinascidia;
49	17	10	76	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Enterovibrio;
2	2	0	4	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Grimontia;
5	2	1	8	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
6	11	8	25	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;X35;
103	94	50	247	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
9	8	0	17	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;
5	3	3	11	OSD191_6_14_DRW	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;
4	0	2	6	OSD191_6_14_DRW	Bacteria;Proteobacteria;JdFBHP3;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;JTB23;
3	0	0	3	OSD191_6_14_DRW	Bacteria;Proteobacteria;MACA-EFT26;
1	1	0	2	OSD191_6_14_DRW	Bacteria;Proteobacteria;pItb-vmat-80;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Tenderia;
17	15	6	38	OSD191_6_14_DRW	Bacteria;Proteobacteria;SPOTSOCT00m83;
5	1	0	6	OSD191_6_14_DRW	Bacteria;RBG-1 (Zixibacteria);
1	0	0	1	OSD191_6_14_DRW	Bacteria;Saccharibacteria;
8	7	8	23	OSD191_6_14_DRW	Bacteria;SBR1093;
5	0	0	5	OSD191_6_14_DRW	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta 2;
1	0	0	1	OSD191_6_14_DRW	Bacteria;SR1 (Absconditabacteria);
1	0	0	1	OSD191_6_14_DRW	Bacteria;Tectomicrobia;Tectomicrobia Incertae Sedis;Unknown Order;Unknown Family;Candidatus Entotheonella;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;
3	0	0	3	OSD191_6_14_DRW	Bacteria;TM6 (Dependentiae);
11	20	21	52	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Arctic97B-4 marine group;
29	30	25	84	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;OPB35 soil group;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;OPB35 soil group;Unknown Order;Unknown Family;Pedosphaera;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Opitutae;A714019;
20	16	4	40	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Opitutae;MB11C04 marine group;
3	1	0	4	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Cerasicoccus;
7	7	4	18	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;
4	3	0	7	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;uncultured;
1	0	0	1	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;R76-B128;
1	2	0	3	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;S-BQ2-57 soil group;
28	24	44	96	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
2	0	0	2	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
1	0	1	2	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Persicirhabdus;
4	3	0	7	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;
24	9	7	40	OSD191_6_14_DRW	Bacteria;Verrucomicrobia;WCHB1-41;
163	133	135	431	OSD191_6_14_DRW	No Relative
1	0	0	1	OSD31_6_14_PH	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natronomonas;
79	209	256	544	OSD31_6_14_PH	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;
